squeue -u zuimran
             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON)
          18118945      GPUQ zc-104c7  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118944      GPUQ zc-44432  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118943      GPUQ zc-741bb  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118942      GPUQ zc-79224  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118941      GPUQ zc-9de46  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118940      GPUQ zc-c413d  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118939      GPUQ zc-1583d  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118938      GPUQ zc-3900c  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118937      GPUQ zc-548c3  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118936      GPUQ zc-1b879  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118935      GPUQ zc-4d6f3  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118934      GPUQ zc-e4f63  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118933      GPUQ zc-96cb0  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118932      GPUQ zc-7ba1d  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118931      GPUQ zc-e5857  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118930      GPUQ zc-cde7c  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118929      GPUQ zc-eba24  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118928      GPUQ zc-0f388  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118927      GPUQ zc-c384e  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118926      GPUQ zc-a9adc  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118925      GPUQ zc-b8cd8  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118924      GPUQ zc-8d79b  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118923      GPUQ zc-ff6d9  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118922      GPUQ zc-f17ee  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118921      GPUQ zc-3e681  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118920      GPUQ zc-f3709  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118919      GPUQ zc-405b3  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118918      GPUQ zc-8575f  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118917      GPUQ zc-9d80c  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118916      GPUQ zc-2007b  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118915      GPUQ zc-786e9  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118914      GPUQ zc-d3922  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118913      GPUQ zc-8906e  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118912      GPUQ zc-fc952  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118911      GPUQ zc-b6b76  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118910      GPUQ zc-a8d18  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118909      GPUQ zc-106b1  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118908      GPUQ zc-81e73  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118907      GPUQ zc-ac2a3  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118906      GPUQ zc-2d8ee  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118905      GPUQ zc-2a0ed  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118904      GPUQ zc-c24fc  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118903      GPUQ zc-55cef  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118902      GPUQ zc-ee4a4  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118901      GPUQ zc-91c4f  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118900      GPUQ zc-3bf58  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118899      GPUQ zc-e8794  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118898      GPUQ zc-b6a4d  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118897      GPUQ zc-55e50  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118896      GPUQ zc-b4349  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118895      GPUQ zc-0b7f6  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118894      GPUQ zc-ac539  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118893      GPUQ zc-cbec4  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118892      GPUQ zc-6ad9d  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118891      GPUQ zc-338ea  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118890      GPUQ zc-3f039  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118889      GPUQ zc-23c22  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118888      GPUQ zc-d621f  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118887      GPUQ zc-74075  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118886      GPUQ zc-a0289  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118885      GPUQ zc-f4435  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118884      GPUQ zc-b090d  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118883      GPUQ zc-06ec9  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118882      GPUQ zc-36468  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118881      GPUQ zc-c8f3b  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118880      GPUQ zc-4c590  zuimran PD       0:00      1 (QOSMaxGRESPerUser)
          18118870      GPUQ zc-4250e  zuimran  R       0:11      1 idun-05-10
          18118871      GPUQ zc-1dfff  zuimran  R       0:11      1 idun-05-10
          18118872      GPUQ zc-4a0d8  zuimran  R       0:11      1 idun-06-01
          18118873      GPUQ zc-c2496  zuimran  R       0:11      1 idun-06-03
          18118874      GPUQ zc-62aca  zuimran  R       0:11      1 idun-06-04
          18118875      GPUQ zc-ed867  zuimran  R       0:11      1 idun-06-14
          18118876      GPUQ zc-302d8  zuimran  R       0:11      1 idun-06-15
          18118877      GPUQ zc-87a7c  zuimran  R       0:11      1 idun-06-11
          18118878      GPUQ zc-32f6e  zuimran  R       0:11      1 idun-06-12
          18118879      GPUQ zc-548f1  zuimran  R       0:11      1 idun-06-06
