0|931.5750923156738
1|913.1134958267212
2|912.6244971752167
3|913.3939914703369
4|916.6074764728546
5|914.537632226944
6|913.6573715209961
7|913.865293264389
8|912.455418586731
9|915.3233048915863
10|912.8328740596771
11|6110.210289239883
12|6116.032743930817
13|6120.0439121723175
14|6109.292343139648
15|6115.9038207530975
16|6117.454688310623
17|6109.852179050446
18|6106.505570411682
19|6116.413190364838
20|6117.324511528015
21|6103.362085342407
22|6111.790177106857
23|6098.2008101940155
24|6107.446725845337
25|6062.583213329315
26|6058.558426856995
27|6164.638718366623
28|6171.248438358307
29|6339.709063529968
30|6254.654564619064
31|6110.527311086655
32|6095.474997997284
33|6106.757534742355
34|6099.425356626511
35|6082.090311765671
36|6065.773721456528
37|6050.816128730774
38|6051.742908716202
39|6053.169725656509
40|6040.082487344742
41|6076.659858465195
42|6052.092887163162
43|6078.382648706436
44|6020.400821447372
45|6001.792868852615
46|5997.180699586868
47|6002.391375780106
48|5998.057799100876
49|6001.553471326828
50|5997.83415389061
